Title,Genre,Language,Platform,Mood,Runtime,Rating,Description
Katha Nayagan,Drama,tamil,Sony,Comedy,133,6,"Katha Nayagan is a 1988 Indian Tamil film, directed by Muktha Srinivasan and produced by Muktha Ramaswamy. The film stars Pandiarajan, S. V. Sekher, Rekha and Manorama in lead roles. The film had musical score by Chandra Bose."
Doctor Bhavani,Drama,telugu,ETV,Horror,128,7,"Doctor Bhavani is a 1990 Indian Telugu film, directed by Y Nageswara Rao and produced by Jagadish Satyendra Kumar Reddy. The film stars Sharada, Bhanu Chander, Sai Kumar. in lead roles. The film had musical score by K Chakravarthy."
Aalaya Deepam,Drama,tamil,Eros Now,Romantic,147,7,"Aalaya Deepam is a 1984 Indian Tamil film, directed by C. V. Sridhar and Produced by K. R. Gangadharan. The film stars Rajesh, Sujatha, Suresh, Ilavarasi, Jaishankar and Vanitha in lead roles. The music of the film was composed by M.S. Viswanathan."
Neethiyin Marupakkam,Drama,tamil,JioHotstar,Action,137,8,"Neethiyin Marupakkam is a 1985 Indian Tamil film directed by S. A. Chandrasekhar and produced by Shoba Chandrasekhar. The film features Vijayakanth, Radhika, Vadivukkarasi and V. K. Ramasamy in lead roles. The film, had musical score by Ilaiyaraaja."
Sri Manthralaya Raghavendra Swamy Mahatyam,Devotional,telugu,Zee,Drama,127,8,"Sri Manthralaya Raghavendra Swamy Mahatyam is a 1986 Indian Telugu film, directed by SP Muthuraman and Produced by G Prasad. The film stars Rajinikanth, Vishnuvardhan, JV Somayajulu, Lakshmi, KR Vijaya in lead roles. The film had musical score by Ilaiyaraaja."
Kadaikan Parvai,Drama,tamil,Sony,Comedy,116,8,"Kadaikan Parvai is a 1986 Indian Tamil film, directed by Rajsridhar and Produced by J. Rajamani Jayabal and J. Niruparani. The film stars Sathyaraj, Ilavarasi And Pandiyan in lead roles. The music of the film was composed by V.S. Narasimhan."
Baghdad Perazhagi,Drama,tamil,ETV,Horror,164,7,"While Prince Abdullah is away for higher education, his father, King Hussein, falls for a dancer. Upon his return he finds that his mother and sister have disappeared and sets out to find them."
Rajakumaaran,Drama,tamil,Eros Now,Romantic,144,8,"Rajakumar hails from a respected family. He and his aunt's daughter Vaidhehi love each other. Selvi, the daughter of his other aunt, also loves him. However, Vaidhehi dies leaving him heart-broken."
Kasauti,Drama,hindi,JioHotstar,Action,142,7,"Love blooms and so does trouble for Amit, a local taxi driver, when he falls in love with the girl he rescues from a smuggler."
Pudhu Yugam,Drama,tamil,Zee,Drama,120,6,"Pudhu Yugam is a 1985 Indian Tamil film, directed by S A Chandrasekhar and produced by Shoba Chandrasekhar. The film stars Sivakumar, Vijayakanth, K. R. Vijaya and Suresh in lead roles. Music of the film was composed by Gangai Amaran."
Chinna Veedu,Drama,tamil,Sony,Comedy,143,9,"A young man dreams of marrying a beautiful girl. But, due to pressure from his father, he ends up with a Plain Jane. Then, he meets a gorgeous woman who, unbeknownst to him, is only behind his money."
Iravin Madiyil,Mature,tamil,ETV,Horror,98,7,"Iravin Madiyil is a 2016 Indian Tamil film directed by V Bashkar and produced by V.S.Baskaran. The fim stars Vijay Adithiya, Nisha, Saravanan and Asha in the lead roles."
Poojaikku Vantha Malar,Drama,tamil,Eros Now,Romantic,161,6,"Suresh and Ravi are intimate friends, who study in the same college. But their friendship runs into trouble when both happen to work for the same company with different grades."
Aa Roju,Horror,telugu,JioHotstar,Action,78,8,"Aa Roju is 2006 Telugu Horror flick directed by Civer Naga and produced by Viswaprasad with Ravi, Shiva and Priya in the main lead."
Roopayi Raja,Drama,kannada,Zee,Drama,138,8,"Roopayi Raja is a 1994 Indian Kannada movie directed by B Mallesh and produced by S A Chinne Gowda and S A Srinivas. The film stars Jaggesh, Abhijith and Shruthi in lead roles. Music of the film was composed by Hamsalekha."
Palleturi Monagadu,Action,telugu,Sony,Comedy,122,7,"Palleturi Monagadu is a 1983 Indian Telugu film, directed by S. A. Chandrasekhar and produced by Midde Rama Rao. The film stars Chiranjeevi, Raadhika and Poornima in lead roles. The film had musical score by K. Chakravarthy."
Aniyan Bhava Chettan Bhava,Drama,malayalam,ETV,Horror,130,7,"Aniyan Bhava Chettan Bhava in a 1995 Indian Malayalam film directed by Rajasenan and produced by Nazeer Nettoor and Remis Raja. The film stars S.P. Venkatesh, Jayaram, Narendra Prasad, Kasturi, Prem Kumar, Sangeetha and Rajan P. Dev in the lead roles. The film had musical score by S.P. Venkatesh."
Kaatrinile Varum Geetham,Drama,tamil,Eros Now,Romantic,125,9,"Kaatrinile Varum Geetham is a 1978 Indian Tamil film, directed by Sp. Muthuraman and produced by S. Bhaskar. The film stars Muthuraman and Kavitha in lead roles. The film has musical score by Ilaiyaraaja."
Kadaladu Vadaladu,Drama,telugu,JioHotstar,Action,160,8,Kadaladu Vadaladu is a 1969 Indian Telugu film directed by B. Vittalacharya and produced by Gutta Subba Rao. The film stars N. T. Rama Rao and Jayalalitha in the lead roles. Music of the film was composed by T V Raju.
Sumangali,Drama,tamil,Zee,Drama,126,7,"Sumangali is a 1983 Indian Tamil film, directed by D. Yoganand and produced by D. Yoganand. The film stars Sivaji Ganesan ,Prabhu ,Sujatha, Geetha, Y. G. Mahendran and Silk Smitha in lead roles. The film has musical score by M. S. Viswanathan."
Sigappu Malargal,Action,tamil,Sony,Comedy,136,8,Sigappu Malargal is a 1986 Indian Tamil movie directed by S. A. Chandrasekhar and produced by Sivappu Puligal. The film stars Vijayakanth and Sulakshana in lead roles. Music of the film was composed by M. S. Viswanathan and Sankar Ganesh.
Kaval Poonaikal,Drama,tamil,ETV,Horror,144,7,"Kaval Poonaikal is a 1989 Indian Tamil film, directed by Kalaipuli Sekaran and produced by G. Samundeeswari. The film stars Banuchandar and Radhika in lead roles. Music of the film was composed by Deva."
